NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-005506/2023;10/04/2023 19:40;8902;Outros;Primeira Instância;11/04/2023 00:00;17/04/2023 23:59;14/04/2023 11:17;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005620/2023;20/04/2023 15:20;9016;Outros;Primeira Instância;24/04/2023 00:00;28/04/2023 23:59;28/04/2023 10:39;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006141/2023;29/04/2023 22:48;9537;Outros;Primeira Instância;02/05/2023 00:00;08/05/2023 23:59;02/05/2023 09:32;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006143/2023;20/04/2023 21:24;9539;Outros;Primeira Instância;24/04/2023 00:00;28/04/2023 23:59;28/04/2023 23:02;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006337/2023;20/04/2023 10:03;9733;Outros;Primeira Instância;24/04/2023 00:00;28/04/2023 23:59;24/04/2023 16:54;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006722/2023;16/05/2023 11:39;11117;Outros;Primeira Instância;17/05/2023 00:00;22/05/2023 23:59;22/05/2023 14:25;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006772/2023;26/05/2023 18:59;11167;Outros;Primeira Instância;29/05/2023 00:00;02/06/2023 23:59;30/05/2023 15:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007171/2023;02/06/2023 15:16;11566;Outros;Primeira Instância;05/06/2023 00:00;09/06/2023 23:59;09/06/2023 18:46;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007535/2023;11/05/2023 14:14;11930;Outros;Primeira Instância;12/05/2023 00:00;16/05/2023 23:59;11/05/2023 14:31;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007536/2023;11/05/2023 14:17;11931;Outros;Primeira Instância;12/05/2023 00:00;16/05/2023 23:59;11/05/2023 14:32;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007538/2023;11/05/2023 14:18;11933;Outros;Primeira Instância;12/05/2023 00:00;16/05/2023 23:59;11/05/2023 14:33;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007543/2023;10/05/2023 18:25;11938;Outros;Primeira Instância;11/05/2023 00:00;15/05/2023 23:59;11/05/2023 17:23;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007602/2023;11/05/2023 12:57;11997;Outros;Primeira Instância;12/05/2023 00:00;16/05/2023 23:59;15/05/2023 13:52;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007674/2023;12/05/2023 14:38;12069;Outros;Primeira Instância;15/05/2023 00:00;19/05/2023 23:59;12/05/2023 16:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008156/2023;19/05/2023 10:55;12551;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:19;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008157/2023;19/05/2023 10:58;12552;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:21;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008159/2023;19/05/2023 11:05;12554;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:22;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008181/2023;19/05/2023 11:45;12576;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008182/2023;19/05/2023 12:12;12577;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 12:22;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008183/2023;19/05/2023 11:47;12578;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008184/2023;19/05/2023 11:50;12579;Outros;Primeira Instância;22/05/2023 00:00;26/05/2023 23:59;19/05/2023 11:57;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008241/2023;22/05/2023 15:33;12636;Outros;Primeira Instância;23/05/2023 00:00;29/05/2023 23:59;23/05/2023 11:57;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008579/2023;06/06/2023 10:36;12974;Outros;Primeira Instância;07/06/2023 00:00;12/06/2023 23:59;12/06/2023 12:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008653/2023;30/05/2023 06:30;13048;Outros;Primeira Instância;31/05/2023 00:00;05/06/2023 23:59;30/05/2023 10:07;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009108/2023;09/06/2023 12:09;13503;Outros;Primeira Instância;12/06/2023 00:00;16/06/2023 23:59;16/06/2023 10:42;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009273/2023;02/07/2023 15:43;13668;Outros;Primeira Instância;03/07/2023 00:00;07/07/2023 23:59;06/07/2023 11:35;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009350/2023;21/06/2023 11:42;13745;Outros;Primeira Instância;22/06/2023 00:00;26/06/2023 23:59;21/06/2023 18:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009859/2023;23/06/2023 12:54;14254;Outros;Primeira Instância;26/06/2023 00:00;30/06/2023 23:59;30/06/2023 08:18;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010417/2023;04/07/2023 15:00;14812;Outros;Primeira Instância;05/07/2023 00:00;10/07/2023 23:59;04/07/2023 18:48;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010418/2023;05/07/2023 10:55;14813;Outros;Primeira Instância;06/07/2023 00:00;10/07/2023 23:59;05/07/2023 15:33;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010655/2023;03/07/2023 17:30;15050;Outros;Primeira Instância;04/07/2023 00:00;10/07/2023 23:59;06/07/2023 15:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011089/2023;23/07/2023 21:00;15484;Outros;Primeira Instância;24/07/2023 00:00;28/07/2023 23:59;24/07/2023 14:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011264/2023;12/07/2023 10:14;15659;Outros;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;12/07/2023 15:28;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011707/2023;14/07/2023 11:30;16102;Outros;Primeira Instância;17/07/2023 00:00;21/07/2023 23:59;14/07/2023 17:19;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012499/2023;27/07/2023 12:35;16894;Outros;Primeira Instância;28/07/2023 00:00;01/08/2023 23:59;01/08/2023 18:19;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012618/2023;07/08/2023 11:59;17013;Outros;Primeira Instância;08/08/2023 00:00;14/08/2023 23:59;14/08/2023 17:39;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012980/2023;07/08/2023 16:48;17375;Outros;Primeira Instância;08/08/2023 00:00;14/08/2023 23:59;08/08/2023 16:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-013211/2023;11/08/2023 22:14;17606;Outros;Primeira Instância;14/08/2023 00:00;18/08/2023 23:59;14/08/2023 17:53;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-013587/2023;05/09/2023 11:06;17982;Outros;Primeira Instância;11/09/2023 00:00;15/09/2023 23:59;15/09/2023 14:38;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-014126/2023;01/09/2023 11:45;18521;Outros;Primeira Instância;04/09/2023 00:00;08/09/2023 23:59;04/09/2023 11:53;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-014258/2023;14/09/2023 11:17;18653;Outros;Primeira Instância;15/09/2023 00:00;19/09/2023 23:59;19/09/2023 10:38;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-014462/2023;26/09/2023 13:42;18857;Outros;Primeira Instância;27/09/2023 00:00;02/10/2023 23:59;02/10/2023 19:02;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-014604/2023;15/09/2023 09:14;19995;Outros;Primeira Instância;18/09/2023 00:00;22/09/2023 23:59;22/09/2023 14:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-014993/2023;21/09/2023 09:43;20384;Outros;Primeira Instância;22/09/2023 00:00;26/09/2023 23:59;26/09/2023 12:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-015175/2023;30/10/2023 13:04;20566;Outros;Primeira Instância;31/10/2023 00:00;06/11/2023 23:59;06/11/2023 23:00;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-015698/2023;23/10/2023 15:39;21089;Outros;Primeira Instância;24/10/2023 00:00;30/10/2023 23:59;30/10/2023 10:08;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016066/2023;09/10/2023 14:51;21457;Outros;Primeira Instância;10/10/2023 00:00;16/10/2023 23:59;16/10/2023 21:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016370/2023;04/11/2023 07:40;21761;Outros;Primeira Instância;06/11/2023 00:00;10/11/2023 23:59;10/11/2023 08:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016586/2023;17/10/2023 20:20;21977;Outros;Primeira Instância;18/10/2023 00:00;23/10/2023 23:59;18/10/2023 13:11;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016782/2023;06/11/2023 21:55;22173;Outros;Primeira Instância;07/11/2023 00:00;13/11/2023 23:59;13/11/2023 10:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017018/2023;30/10/2023 14:12;22409;Outros;Primeira Instância;31/10/2023 00:00;06/11/2023 23:59;30/10/2023 19:08;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017254/2023;07/11/2023 16:25;22645;Outros;Primeira Instância;08/11/2023 00:00;13/11/2023 23:59;13/11/2023 16:15;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017343/2023;27/11/2023 15:41;22734;Outros;Primeira Instância;28/11/2023 00:00;04/12/2023 23:59;01/12/2023 14:41;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017538/2023;30/10/2023 21:07;22929;Outros;Primeira Instância;31/10/2023 00:00;06/11/2023 23:59;31/10/2023 19:48;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017600/2023;13/11/2023 14:16;22991;Outros;Primeira Instância;14/11/2023 00:00;21/11/2023 23:59;13/11/2023 20:34;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-017939/2023;22/11/2023 15:02;23330;Outros;Primeira Instância;23/11/2023 00:00;27/11/2023 23:59;24/11/2023 14:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018390/2023;16/11/2023 17:27;23781;Outros;Primeira Instância;17/11/2023 00:00;21/11/2023 23:59;21/11/2023 16:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018471/2023;20/11/2023 09:10;23862;Outros;Primeira Instância;21/11/2023 00:00;27/11/2023 23:59;27/11/2023 15:28;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018708/2023;27/11/2023 14:28;24099;Outros;Primeira Instância;28/11/2023 00:00;04/12/2023 23:59;27/11/2023 16:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019643/2023;12/12/2023 11:29;25034;Outros;Primeira Instância;13/12/2023 00:00;18/12/2023 23:59;18/12/2023 08:52;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019757/2023;11/12/2023 17:07;25148;Outros;Primeira Instância;12/12/2023 00:00;18/12/2023 23:59;11/12/2023 21:17;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000082/2024;21/01/2024 11:03;26081;Outros;Primeira Instância;22/01/2024 00:00;26/01/2024 23:59;26/01/2024 17:40;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000325/2024;09/01/2024 15:01;26324;Outros;Primeira Instância;10/01/2024 00:00;15/01/2024 23:59;09/01/2024 15:13;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000762/2024;05/02/2024 13:14;26761;Outros;Primeira Instância;06/02/2024 00:00;14/02/2024 23:59;09/02/2024 14:41;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001145/2024;25/01/2024 08:33;27144;Outros;Primeira Instância;26/01/2024 00:00;30/01/2024 23:59;30/01/2024 22:35;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001591/2024;06/02/2024 15:11;27590;Outros;Primeira Instância;07/02/2024 00:00;12/02/2024 23:59;06/02/2024 20:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001727/2024;05/02/2024 18:40;27726;Outros;Primeira Instância;06/02/2024 00:00;14/02/2024 23:59;08/02/2024 18:09;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002586/2024;15/02/2024 09:33;28585;Outros;Primeira Instância;16/02/2024 00:00;20/02/2024 23:59;15/02/2024 14:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003151/2024;29/02/2024 14:11;29151;Outros;Primeira Instância;01/03/2024 00:00;05/03/2024 23:59;04/03/2024 10:40;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003509/2024;05/03/2024 16:21;29509;Outros;Primeira Instância;06/03/2024 00:00;11/03/2024 23:59;11/03/2024 18:22;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003903/2024;19/03/2024 11:00;29903;Outros;Primeira Instância;20/03/2024 00:00;25/03/2024 23:59;25/03/2024 09:42;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004003/2024;04/03/2024 13:02;30003;Outros;Primeira Instância;05/03/2024 00:00;11/03/2024 23:59;04/03/2024 14:24;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004193/2024;06/03/2024 10:17;30193;Outros;Primeira Instância;07/03/2024 00:00;11/03/2024 23:59;06/03/2024 10:31;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004744/2024;18/03/2024 18:30;30744;Outros;Primeira Instância;19/03/2024 00:00;25/03/2024 23:59;22/03/2024 16:19;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004862/2024;22/03/2024 09:50;30862;Outros;Primeira Instância;25/03/2024 00:00;01/04/2024 23:59;01/04/2024 16:23;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005149/2024;22/03/2024 08:57;31149;Outros;Primeira Instância;25/03/2024 00:00;01/04/2024 23:59;01/04/2024 18:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005151/2024;18/04/2024 13:42;31151;Outros;Primeira Instância;19/04/2024 00:00;23/04/2024 23:59;23/04/2024 13:40;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005173/2024;20/03/2024 08:49;31173;Outros;Primeira Instância;21/03/2024 00:00;25/03/2024 23:59;25/03/2024 09:16;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005257/2024;26/03/2024 09:20;31257;Outros;Primeira Instância;27/03/2024 00:00;01/04/2024 23:59;01/04/2024 22:42;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005443/2024;25/03/2024 14:24;31443;Outros;Primeira Instância;26/03/2024 00:00;01/04/2024 23:59;01/04/2024 18:50;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005444/2024;26/03/2024 12:34;31444;Outros;Primeira Instância;27/03/2024 00:00;01/04/2024 23:59;01/04/2024 16:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005717/2024;01/04/2024 17:40;31717;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;01/04/2024 19:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005797/2024;01/04/2024 14:29;31797;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;08/04/2024 20:22;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005825/2024;18/04/2024 22:23;31825;Outros;Primeira Instância;19/04/2024 00:00;23/04/2024 23:59;23/04/2024 17:38;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005985/2024;01/04/2024 11:26;31985;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;01/04/2024 13:42;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006300/2024;04/04/2024 17:49;32300;Outros;Primeira Instância;05/04/2024 00:00;09/04/2024 23:59;08/04/2024 11:24;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
